,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
399,1284,0.0,6.77,150.0,4.41,50,2.0,20,4,1.0
400,264,0.0,8.17,197.0,3.65,40,2.0,30,2,0.0
401,1263,0.0,7.13,116.0,4.45,25,1.5,15,1,1.0
402,702,0.0,4.94,107.0,3.53,40,2.0,20,2,0.0
403,1164,0.0,7.48,164.0,4.7,50,1.0,20,4,1.0
404,13636,0.0,5.62,93.0,4.17,25,1.5,15,1,1.0
405,1217,0.0,5.3,117.0,4.46,50,2.0,20,4,0.0
406,590,1.0,7.06,149.0,4.09,50,1.0,20,2,0.0
407,634,0.0,6.4,140.0,4.11,50,2.0,15,2,1.0
408,1551,3.0,7.71,104.0,2.95,25,1.5,15,1,1.0
409,1652,0.0,7.6,115.0,4.13,25,1.5,15,1,1.0
410,588,0.0,7.86,157.0,4.08,50,1.0,20,5,1.0
411,2382,0.0,7.07,102.0,4.78,50,1.0,20,6,0.0
412,455,0.0,6.07,137.0,3.74,25,1.5,15,1,1.0
413,917,1.0,6.59,150.0,2.21,10,1.0,20,5,0.0
414,771,0.0,7.41,101.0,4.15,50,2.0,20,2,0.0
415,1972,0.0,4.59,119.0,3.58,40,1.0,10,4,1.0
416,656,0.0,7.2,145.0,4.41,50,2.0,20,2,0.0
417,1302,0.0,6.85,108.0,4.46,50,2.0,20,4,0.0
418,419,1.0,5.19,117.0,3.52,50,2.0,20,2,0.0
419,481,0.0,6.12,98.0,4.16,25,1.5,15,1,1.0
420,2905,0.0,5.31,84.0,3.56,40,2.0,20,6,1.0
421,1516,0.0,6.65,116.0,4.77,50,1.0,20,4,0.0
422,1455,0.0,7.56,120.0,4.76,25,1.5,15,1,1.0
423,353,0.0,6.71,82.0,3.87,40,2.0,15,1,0.0
424,14645,0.0,5.47,104.0,3.53,50,2.0,20,5,0.0
425,270,0.0,7.79,152.0,4.4,50,2.0,20,2,1.0
426,3330,0.0,8.02,170.0,3.37,25,1.5,15,1,1.0
427,232,3.0,6.52,156.0,2.83,50,1.0,20,2,0.0
428,759,0.0,7.17,102.0,4.15,40,1.0,20,5,0.0
429,2024,0.0,7.29,112.0,1.94,10,3.0,20,3,0.0
430,2201,0.0,6.43,164.0,4.71,50,2.0,20,4,0.0
431,536,0.0,5.05,86.0,4.19,40,1.0,20,5,0.0
432,3502,0.0,5.96,115.0,4.14,40,1.0,20,6,0.0
433,1272,2.0,7.85,99.0,3.21,50,2.0,20,3,1.0
434,203,2.0,7.11,166.0,1.56,10,1.0,20,2,0.0
435,941,1.0,6.05,110.0,2.27,25,1.5,15,1,1.0
436,354,1.0,3.97,42.0,3.68,40,1.0,10,1,0.0
437,538,0.0,5.53,101.0,2.91,20,2.0,20,2,0.0
438,2037,1.0,6.2,160.0,1.26,10,3.0,20,6,0.0
439,539,0.0,8.04,183.0,2.73,20,2.0,30,2,1.0
440,1770,0.0,6.93,144.0,4.1,50,2.0,20,4,0.0
441,1833,1.0,7.13,165.0,2.51,25,1.5,15,1,1.0
442,147,0.0,4.92,116.0,4.15,40,1.0,20,2,0.0
443,493,1.0,8.65,174.0,2.74,40,2.0,30,2,0.0
444,864,3.0,7.29,131.0,1.29,40,3.0,20,2,0.0
445,2833,0.0,5.13,89.0,4.18,40,1.0,20,6,0.0
446,3933,2.0,7.16,141.0,3.41,50,1.0,30,6,0.0
447,1151,0.0,6.28,154.0,4.72,50,1.0,20,3,0.0
448,976,0.0,6.63,91.0,4.17,40,1.0,20,2,0.0
449,3486,0.0,6.52,82.0,4.18,40,1.0,20,6,0.0
450,973,1.0,7.19,128.0,3.49,50,2.0,20,2,0.0
451,832,0.0,7.01,109.0,3.83,25,1.5,15,1,1.0
452,2018,0.0,6.47,170.0,4.7,50,1.0,20,4,0.0
453,1447,3.0,7.86,108.0,1.94,25,1.5,15,1,1.0
454,564,1.0,3.94,60.0,3.66,40,1.0,10,5,0.0
455,862,0.0,8.38,131.0,4.05,25,1.5,15,1,1.0
456,2760,0.0,6.46,165.0,4.39,50,2.0,20,6,0.0
457,4080,0.0,8.52,184.0,3.98,40,1.0,30,6,1.0
458,1756,1.0,7.43,142.0,3.47,40,1.0,20,4,1.0
459,1215,0.0,6.13,159.0,1.58,10,2.0,20,5,0.0
460,223,1.0,2.46,91.0,3.51,40,1.0,30,1,0.0
461,398,0.0,4.98,95.0,4.18,40,1.0,20,2,0.0
462,417,0.0,6.67,139.0,4.42,50,2.0,20,2,0.0
463,896,1.0,6.99,130.0,4.12,50,1.0,20,5,0.0
464,3949,1.0,8.08,124.0,3.43,50,2.0,30,6,0.0
465,389,1.0,5.35,86.0,4.18,50,1.0,20,2,1.0
466,13039,0.0,6.33,93.0,4.8,50,1.0,20,2,0.0
467,1197,0.0,7.9,113.0,4.13,40,1.0,20,5,0.0
468,4141,3.0,7.89,147.0,2.52,50,2.0,20,2,1.0
469,817,1.0,5.0,81.0,3.25,40,2.0,15,2,0.0
470,1133,1.0,7.12,104.0,1.95,10,2.0,20,5,0.0
471,555,3.0,7.9,112.0,2.25,50,2.0,20,2,1.0
472,1139,0.0,6.88,91.0,4.17,50,2.0,20,4,0.0
473,134,0.0,7.23,158.0,3.77,40,2.0,20,2,0.0
474,891,0.0,7.6,102.0,3.52,40,2.0,20,2,1.0
475,1645,0.0,6.48,133.0,4.12,50,2.0,20,4,0.0
476,2887,1.0,5.84,84.0,3.24,40,2.0,20,6,0.0
477,645,0.0,8.31,146.0,4.03,25,1.5,15,1,1.0
478,633,2.0,6.35,143.0,2.91,25,1.5,15,1,1.0
479,1675,1.0,8.48,147.0,3.08,50,3.0,30,4,0.0
480,537,0.0,6.58,974.0,4.39,50,2.0,20,2,0.0
481,476,2.0,6.7,140.0,2.92,40,1.0,10,2,0.0
482,966,0.0,6.64,166.0,4.7,50,1.0,20,5,0.0
483,2257,0.0,6.59,107.0,4.15,50,2.0,20,4,0.0
484,2001,1.0,8.23,139.0,4.04,50,1.0,30,4,0.0
485,892,0.0,4.17,110.0,4.16,40,1.0,20,2,0.0
486,476,2.0,7.68,99.0,3.53,25,1.5,15,1,1.0
487,1209,1.0,5.54,112.0,2.9,20,1.0,20,4,1.0
488,627,0.0,6.73,94.0,4.79,50,1.0,20,5,1.0
489,958,0.0,7.29,95.0,4.47,50,2.0,20,2,0.0
490,216,2.0,6.71,100.0,3.22,50,2.0,20,1,0.0
491,1075,1.0,7.97,152.0,3.46,40,1.0,20,5,1.0
492,536,1.0,5.43,92.0,2.92,40,2.0,20,2,0.0
493,240,0.0,4.56,120.0,2.89,25,1.5,15,1,1.0
494,609,1.0,5.48,95.0,3.54,40,1.0,20,2,1.0
495,462,0.0,6.56,88.0,4.8,25,1.5,15,1,1.0
496,1844,1.0,9.06,193.0,2.71,20,1.0,30,4,1.0
497,682,0.0,5.25,119.0,4.77,25,1.0,20,5,0.0
498,1692,1.0,7.1,166.0,2.88,20,1.0,10,4,0.0
499,1961,2.0,5.86,106.0,2.65,40,2.0,10,4,0.0
500,3186,1.0,6.27,80.0,4.19,50,1.0,20,6,0.5
501,2027,1.0,5.82,90.0,3.55,50,2.0,20,4,0.0
502,1974,1.0,6.65,94.0,4.17,50,1.0,20,6,1.0
503,1773,0.0,5.31,102.0,3.22,20,2.0,20,4,0.0
504,550,1.0,7.0,165.0,3.13,50,3.0,20,5,0.0
505,563,3.0,5.68,85.0,1.67,25,1.5,15,1,1.0
506,943,1.0,8.07,172.0,2.74,20,1.0,30,5,0.0
507,1243,0.0,5.76,120.0,4.77,50,2.0,20,5,0.0
508,707,0.0,5.93,120.0,3.82,40,2.0,20,5,0.0
509,986,0.0,7.72,91.0,4.79,50,1.0,20,2,0.0
510,412,0.0,7.35,89.0,3.85,25,1.5,15,1,1.0
511,2283,0.0,7.93,124.0,4.75,50,1.0,20,4,1.0
512,2088,2.0,8.44,344.0,2.14,20,1.0,30,4,1.0
513,1986,0.0,5.61,91.0,3.24,40,3.0,20,4,0.0
514,222,0.0,5.21,118.0,4.15,40,1.0,20,1,0.0
515,2013,1.0,6.62,160.0,4.08,50,1.0,20,6,1.0
516,160,1.0,7.06,166.0,4.07,50,1.0,20,2,0.0
517,117,0.0,6.31,169.0,4.7,50,1.0,20,2,1.0
518,1774,0.0,7.16,115.0,4.14,40,1.0,20,4,0.0
519,2693,1.0,3.82,17.0,4.34,50,1.0,10,6,0.0
520,1579,0.0,6.35,104.0,4.47,50,2.0,20,4,1.0
521,228,0.0,5.31,98.0,3.54,20,1.0,20,2,0.0
522,1143,0.0,6.01,163.0,4.08,25,1.0,20,4,1.0
523,553,0.0,7.84,132.0,4.11,50,2.0,20,2,0.0
524,868,0.0,5.44,100.0,4.79,50,1.0,20,2,0.0
525,657,3.0,6.26,170.0,1.25,40,3.0,20,5,0.0
526,655,1.0,6.6,109.0,4.15,50,1.0,20,2,0.0
527,396,0.0,7.19,92.0,3.85,50,3.0,20,1,0.0
528,659,0.0,7.9,125.0,3.81,50,3.0,20,2,1.0
529,2186,0.0,7.97,120.0,4.13,40,1.0,20,4,1.0
530,868,0.0,6.5,138.0,4.74,50,1.0,20,2,0.0
531,855,0.0,6.33,148.0,2.85,10,1.0,20,2,1.0
532,1125,0.0,6.64,121.0,2.25,25,1.5,15,1,1.0
533,607,1.0,5.11,91.0,3.55,40,1.0,20,2,0.0
534,276,0.0,6.46,86.0,2.92,20,2.0,20,2,0.0
535,817,0.0,8.2,124.0,2.8,20,2.0,30,5,0.0
536,776,0.0,5.2,109.0,3.53,40,2.0,20,2,0.0
537,564,0.0,3.91,73.0,4.59,25,1.5,15,1,1.0
538,1123,0.0,7.19,93.0,4.16,50,2.0,20,4,0.0
539,573,0.0,8.74,139.0,4.03,40,1.0,30,2,0.0
540,3315,0.0,7.09,140.0,4.73,25,1.5,15,1,1.0
541,3810,0.0,6.04,139.0,2.86,10,1.0,20,6,0.0
542,734,0.0,4.83,86.0,3.56,40,2.0,20,2,0.0
543,1183,0.0,7.22,84.0,4.11,50,2.0,30,4,0.0
544,360,0.0,7.18,123.0,4.75,50,1.0,20,2,0.0
545,307,0.0,6.97,82.0,4.18,50,2.0,20,1,1.0
546,3045,2.0,7.01,166.0,1.25,10,2.0,20,6,0.0
547,576,0.0,5.64,89.0,2.92,40,2.0,20,2,0.0
548,225,0.0,7.13,115.0,4.76,50,1.0,20,2,0.0
549,256,0.0,4.78,92.0,3.87,40,2.0,20,2,0.0
550,1374,0.0,5.56,87.0,3.87,25,1.5,15,1,1.0
551,693,0.0,4.52,99.0,2.92,20,2.0,20,2,0.0
552,1427,1.0,6.74,109.0,3.52,50,2.0,20,4,0.0
553,3354,0.0,6.41,277.0,4.41,50,2.0,20,6,0.0
554,1422,0.0,7.28,161.0,4.71,25,1.5,15,1,1.0
555,3231,1.0,6.26,153.0,3.47,40,1.0,20,6,0.0
556,629,0.0,7.78,89.0,4.79,50,1.0,20,2,0.0
557,1018,2.0,6.61,81.0,2.93,25,1.5,15,1,1.0
558,1864,0.0,6.49,147.0,4.73,50,1.0,20,4,0.0
559,548,1.0,5.27,117.0,3.83,50,2.0,20,2,0.0
560,274,0.0,4.77,118.0,4.15,50,2.0,20,2,0.0
561,787,0.0,6.18,113.0,4.77,50,1.0,20,5,0.0
562,840,0.0,6.79,142.0,2.85,10,1.0,20,5,0.0
563,1894,0.0,6.09,85.0,4.49,50,2.0,20,4,0.0
564,870,1.0,6.21,97.0,3.54,25,1.0,20,2,1.0
565,243,0.0,8.04,132.0,3.42,20,1.0,30,2,0.0
566,2203,0.0,5.83,85.0,3.87,40,2.0,20,4,0.0
567,635,0.0,7.39,89.0,4.17,25,1.0,20,2,0.0
568,776,0.0,5.39,104.0,4.16,25,1.5,15,1,1.0
569,1164,1.0,6.55,86.0,4.18,50,1.0,20,5,0.0
570,838,0.0,7.27,123.0,2.87,10,1.0,20,2,0.5
571,930,0.0,9.27,192.0,2.08,10,2.0,30,2,0.0
572,2092,0.0,5.47,118.0,4.46,50,2.0,20,6,0.0
573,1683,1.0,5.13,112.0,3.53,40,1.0,20,4,0.0
574,552,0.0,7.36,152.0,4.09,50,2.0,20,2,1.0
575,708,2.0,4.37,92.0,1.67,25,1.5,15,1,1.0
576,996,1.0,5.19,80.0,4.19,25,1.5,15,1,1.0
577,17328,0.0,5.11,113.0,4.78,50,1.0,20,6,0.0
578,967,0.0,7.19,126.0,3.81,50,3.0,20,2,0.0
579,1145,0.0,6.72,126.0,4.75,50,1.0,20,5,0.0
580,2187,0.0,6.47,81.0,4.18,50,2.0,20,4,0.0
581,1940,0.0,5.17,86.0,3.24,20,2.0,20,4,0.0
582,730,1.0,4.73,87.0,3.56,40,1.0,20,5,0.0
583,1478,2.0,7.42,89.0,2.91,50,2.0,20,4,0.0
584,807,0.0,5.06,103.0,3.85,40,2.0,20,2,0.0
585,1300,0.0,5.0,98.0,3.54,20,1.0,20,4,0.0
586,2315,1.0,7.64,166.0,3.76,50,2.0,20,6,0.0
587,136,0.0,6.81,97.0,3.85,40,2.0,20,2,1.0
588,305,2.0,6.0,95.0,1.34,20,3.0,20,1,0.0
589,1294,1.0,7.02,88.0,3.54,50,2.0,20,4,0.0
590,717,1.0,5.13,100.0,4.17,50,1.0,20,2,0.0
591,568,0.0,5.96,81.0,4.5,50,2.0,20,2,0.0
592,1000,0.0,8.1,167.0,3.06,20,2.0,30,5,0.0
593,271,0.0,5.71,112.0,3.21,20,2.0,20,2,0.0
594,2190,0.0,6.1,122.0,4.13,50,2.0,20,6,0.0
595,129,1.0,7.77,120.0,2.24,10,1.0,20,2,1.0
596,16005,0.0,6.46,149.0,2.53,20,2.0,20,4,0.0
597,822,1.0,7.3,107.0,3.83,50,2.0,20,2,0.0
598,2497,0.0,7.83,105.0,4.77,25,1.5,15,1,1.0
599,233,0.0,7.69,87.0,3.54,20,1.0,20,2,0.0
600,535,0.0,6.13,144.0,2.22,10,1.0,20,5,0.0
601,127,0.0,7.61,150.0,2.21,10,2.0,20,2,0.0
602,1909,0.0,8.67,177.0,2.42,10,2.0,30,4,1.0
603,403,0.0,6.39,164.0,4.39,50,2.0,20,2,1.0
604,847,3.0,8.41,139.0,1.21,20,2.0,30,2,1.0
605,230,0.0,5.12,84.0,3.87,40,2.0,20,2,0.0
606,2116,0.0,7.0,128.0,4.12,40,1.0,20,4,0.0
607,3132,1.0,7.24,91.0,4.17,50,1.0,20,6,0.0
608,2242,0.0,7.83,166.0,4.07,40,1.0,20,4,0.0
609,615,1.0,7.3,169.0,3.44,25,1.5,15,1,1.0
610,3769,0.0,7.15,161.0,4.39,50,2.0,20,6,0.0
611,1338,0.0,7.77,99.0,4.47,25,1.5,15,1,1.0
612,316,0.0,7.25,98.0,3.84,40,2.0,20,3,0.0
613,4158,0.0,7.29,142.0,4.73,50,1.0,20,6,0.0
614,604,0.0,5.53,92.0,3.86,40,2.0,20,5,1.0
615,1573,0.0,4.92,107.0,4.16,40,1.0,20,4,0.0
616,1866,0.0,7.0,163.0,2.82,20,2.0,20,4,0.0
617,414,0.0,6.89,132.0,3.49,20,1.0,20,5,0.0
618,1451,0.0,7.48,153.0,3.77,40,2.0,20,4,1.0
619,963,2.0,6.82,90.0,2.91,50,2.0,20,5,1.0
620,835,3.0,6.1,155.0,2.84,50,1.0,20,2,0.0
621,949,0.0,6.5,137.0,4.74,50,1.0,20,2,0.0
622,648,0.0,8.93,198.0,3.02,25,1.5,15,1,1.0
623,823,0.0,7.9,106.0,2.26,40,1.0,20,5,1.0
624,1104,0.0,4.94,113.0,3.21,20,2.0,20,5,0.0
625,404,0.0,0.18,26.0,4.67,50,2.0,10,2,0.0
626,254,0.0,7.41,86.0,4.8,25,1.5,15,1,1.0
627,1038,1.0,6.53,112.0,2.26,20,2.0,20,3,0.0
628,258,0.0,7.96,512.0,3.76,50,3.0,20,1,0.0
629,468,0.0,5.48,85.0,4.18,40,1.0,20,1,1.0
630,2022,0.0,6.64,151.0,3.47,40,2.0,20,4,0.0
631,558,0.0,7.97,83.0,4.8,25,1.5,15,1,1.0
632,364,0.0,7.52,106.0,3.83,50,3.0,20,2,0.0
633,1872,1.0,7.0,123.0,4.13,25,1.0,20,4,0.0
634,2207,0.0,7.71,109.0,4.14,50,2.0,20,4,0.0
635,132,0.0,5.55,102.0,3.85,40,2.0,20,2,1.0
636,1364,0.0,5.4,115.0,3.21,20,2.0,20,4,0.0
637,697,0.0,7.96,117.0,4.76,50,1.0,20,2,0.0
638,1582,0.0,7.76,163.0,2.5,25,1.5,15,1,1.0
639,318,0.0,7.61,129.0,4.74,50,1.0,20,2,1.0
640,967,1.0,7.57,114.0,4.14,50,1.0,20,5,0.0
641,1111,0.0,7.26,117.0,4.13,25,1.5,15,1,1.0
642,2048,1.0,6.93,107.0,3.83,50,2.0,20,4,0.0
643,2075,0.0,6.88,147.0,2.53,10,2.0,20,4,0.0
644,642,2.0,8.02,133.0,2.16,20,1.0,30,5,0.0
645,419,0.0,7.21,138.0,4.73,50,1.0,20,2,0.0
646,2210,1.0,9.06,196.0,3.65,50,2.0,30,6,0.0
647,312,2.0,6.4,145.0,2.85,50,2.0,20,2,0.0
648,3179,0.0,8.14,140.0,4.04,50,2.0,30,6,0.0
649,389,1.0,8.34,190.0,3.97,50,1.0,30,1,0.0
650,2204,1.0,5.72,118.0,2.89,40,2.0,20,4,0.0
651,2288,0.0,4.94,95.0,3.86,25,1.5,15,1,1.0
652,1200,0.0,6.41,155.0,2.52,10,2.0,20,4,0.0
653,689,0.0,5.47,84.0,3.56,40,2.0,20,2,1.0
654,3501,1.0,5.11,110.0,2.9,20,1.0,20,6,0.0
655,107,0.0,5.65,80.0,3.56,20,1.0,20,2,0.0
656,585,1.0,6.18,89.0,4.18,50,1.0,20,2,0.0
657,2118,1.0,5.4,116.0,4.15,25,1.5,15,1,1.0
658,948,0.0,5.82,99.0,4.16,40,1.0,20,2,0.0
659,517,0.0,7.81,112.0,4.14,50,2.0,20,2,0.0
660,4147,1.0,8.42,142.0,3.09,50,3.0,30,6,0.0
661,1813,1.0,5.39,93.0,3.55,25,1.5,15,1,1.0
662,553,0.0,5.36,112.0,2.9,25,1.5,15,1,1.0
663,330,3.0,7.6,108.0,2.89,25,1.5,15,1,1.0
664,2033,0.0,7.75,117.0,4.13,50,2.0,20,4,0.0
665,365,1.0,6.8,116.0,3.82,50,2.0,20,1,1.0
666,1450,0.0,5.34,98.0,3.54,25,1.5,15,1,1.0
667,1451,0.0,5.71,89.0,4.81,50,1.0,20,4,0.0
668,235,0.0,6.38,111.0,4.46,25,1.5,15,1,1.0
669,3771,0.0,7.65,170.0,4.69,50,1.0,20,6,1.0
670,1428,0.0,7.93,135.0,2.54,25,1.5,15,1,1.0
671,619,0.0,6.71,106.0,4.15,50,2.0,20,2,0.0
672,1393,1.0,7.17,133.0,3.49,25,1.5,15,1,1.0
673,730,2.0,4.92,81.0,3.25,50,2.0,20,2,1.0
674,768,0.0,4.83,87.0,3.56,40,2.0,20,5,0.0
675,773,1.0,7.31,120.0,3.82,50,2.0,20,2,0.0
676,3643,2.0,6.67,139.0,1.6,25,1.5,15,1,1.0
677,3744,0.0,6.96,82.0,4.81,50,1.0,20,6,0.0
678,3982,1.0,4.41,82.0,2.63,40,3.0,20,6,0.0
679,282,0.0,5.45,94.0,4.8,50,1.0,20,2,0.0
680,416,0.0,7.05,163.0,4.7,50,1.0,20,2,0.0
681,1252,1.0,5.07,113.0,3.52,40,1.0,20,4,0.0
682,1384,1.0,6.41,110.0,2.26,10,1.0,20,4,0.0
683,935,1.0,5.9,107.0,3.53,40,1.0,20,2,0.0
684,167,0.0,5.26,90.0,3.87,25,1.5,15,1,1.0
685,202,0.0,5.81,119.0,4.14,25,1.5,15,1,1.0
686,514,1.0,7.05,166.0,1.88,10,2.0,20,2,1.0
687,942,1.0,6.0,127.0,4.13,50,1.0,20,2,1.0
688,2153,0.0,5.6,85.0,4.5,50,2.0,20,6,0.0
689,1724,0.0,6.44,112.0,4.77,25,1.5,15,1,1.0
690,880,1.0,6.23,156.0,4.09,50,1.0,20,2,1.0
691,986,1.0,6.2,97.0,4.17,25,1.0,20,2,0.0
692,691,0.0,8.07,200.0,4.28,50,2.0,30,5,1.0
693,1682,0.0,8.27,126.0,4.37,50,2.0,30,4,0.0
694,1400,2.0,4.88,89.0,2.93,40,1.0,20,4,0.0
695,474,0.0,6.86,90.0,4.17,40,1.0,20,5,0.0
696,269,0.0,6.53,166.0,4.7,50,1.0,20,2,0.0
697,853,0.0,7.1,158.0,3.14,40,3.0,20,2,0.0
698,1258,1.0,7.32,167.0,4.07,50,1.0,20,5,0.0
699,322,0.0,5.81,103.0,3.53,20,1.0,20,2,0.0
700,918,0.0,5.82,85.0,4.18,40,1.0,20,5,0.0
701,1292,0.0,4.45,112.0,4.16,40,1.0,20,4,0.0
702,939,2.0,7.92,124.0,1.92,20,2.0,20,2,0.5
703,4002,0.0,4.78,90.0,3.56,20,1.0,20,6,0.0
704,284,1.0,7.69,132.0,1.92,25,1.5,15,1,1.0
705,911,2.0,5.79,113.0,2.89,25,1.5,15,1,1.0
706,758,0.0,5.53,118.0,3.52,40,2.0,20,2,0.0
707,1277,1.0,7.2,139.0,3.79,50,2.0,20,4,0.0
708,1203,1.0,6.07,137.0,4.12,50,1.0,20,5,0.0
709,1232,1.0,4.42,99.0,2.6,40,3.0,20,5,1.0
710,1638,0.0,7.15,107.0,4.15,25,1.5,15,1,1.0
711,1555,1.0,6.47,558.0,1.6,25,1.5,15,1,1.0
712,2201,1.0,5.97,82.0,2.93,40,2.0,20,4,0.0
713,385,1.0,6.58,109.0,4.21,25,1.5,15,1,1.0
714,3253,1.0,7.17,158.0,4.08,50,1.0,20,6,0.0
715,3371,0.0,8.64,144.0,4.03,50,2.0,30,6,1.0
716,2982,0.0,7.58,90.0,3.54,25,1.5,15,1,1.0
717,422,1.0,5.59,115.0,3.52,25,1.5,15,1,1.0
718,261,0.0,3.85,70.0,4.9,50,1.0,10,1,0.5
719,1132,0.0,6.05,382.0,4.78,50,1.0,20,4,1.0
720,220,1.0,5.62,115.0,2.89,40,2.0,20,1,1.0
721,604,0.0,7.78,128.0,4.12,40,1.0,20,5,0.0
722,924,0.0,8.24,184.0,3.04,20,2.0,30,2,0.0
723,132,0.0,5.5,117.0,4.46,50,2.0,20,2,0.0
724,629,0.0,8.35,163.0,4.01,50,2.0,30,2,0.0
725,290,0.0,6.11,143.0,4.11,50,2.0,20,2,0.0
726,7324,1.0,6.98,89.0,3.54,40,1.0,20,4,0.0
727,323,0.0,5.39,109.0,3.84,40,2.0,20,1,1.0
728,2312,1.0,4.99,100.0,3.54,40,1.0,20,6,1.0
729,1288,0.0,5.49,84.0,4.19,40,1.0,20,4,0.0
730,414,0.0,6.99,128.0,2.87,10,1.0,20,1,0.0
731,1244,0.0,7.32,168.0,2.19,25,1.5,15,1,1.0
732,234,0.0,5.04,112.0,4.78,50,1.0,20,1,0.0
733,428,1.0,8.29,130.0,3.86,50,2.0,10,1,0.0
734,1179,0.0,6.28,545.0,4.78,50,1.0,20,4,1.0
735,466,0.0,5.51,91.0,4.8,25,1.5,15,1,1.0
736,2219,0.0,7.12,102.0,3.84,40,2.0,20,4,0.0
737,931,0.0,6.62,94.0,4.17,50,2.0,20,5,0.0
738,765,0.0,6.58,170.0,3.44,40,2.0,20,2,0.0
739,481,0.0,7.45,160.0,4.71,25,1.5,15,1,1.0
740,1069,0.0,8.27,185.0,4.29,50,2.0,15,5,0.0
741,1351,0.0,6.33,137.0,3.24,20,2.0,10,4,0.0
742,319,0.0,5.72,115.0,2.89,20,2.0,20,1,1.0
743,964,0.0,6.74,138.0,2.86,10,1.0,20,2,0.0
744,616,0.0,6.33,142.0,2.85,20,2.0,15,2,0.0
745,297,0.0,6.15,92.0,4.8,50,1.0,20,2,0.0
746,2115,0.0,5.95,81.0,4.19,40,1.0,20,4,1.0
747,161,0.0,5.71,109.0,3.84,25,1.5,15,1,1.0
748,1753,0.0,4.93,87.0,3.56,25,1.5,15,1,1.0
749,898,0.0,5.85,102.0,3.85,40,2.0,20,5,0.0
750,219,0.0,5.51,114.0,4.15,40,1.0,20,1,1.0
751,1472,1.0,8.01,181.0,3.67,50,2.0,30,4,0.0
752,574,0.0,8.58,161.0,3.07,20,2.0,30,5,1.0
753,632,1.0,6.23,136.0,4.12,50,1.0,20,2,1.0
754,768,1.0,6.89,147.0,3.47,50,2.0,20,5,0.0
755,828,0.0,7.74,152.0,4.71,50,1.0,20,2,0.0
756,2444,0.0,5.11,84.0,4.19,40,1.0,20,6,0.0
757,458,0.0,7.38,128.0,2.24,10,2.0,20,2,1.0
758,3392,1.0,6.11,149.0,3.16,40,2.0,20,6,0.0
759,1344,0.0,6.13,132.0,4.12,40,1.0,20,4,0.0
760,348,1.0,5.22,103.0,2.91,25,1.5,15,1,1.0
761,530,1.0,2.24,42.0,3.07,40,2.0,10,2,0.0
762,632,2.0,6.45,95.0,2.91,50,2.0,20,2,0.0
763,803,0.0,6.32,81.0,4.81,50,1.0,20,5,0.0
764,1611,1.0,6.31,112.0,4.15,50,1.0,20,4,1.0
765,1616,1.0,7.2,110.0,4.14,50,1.0,20,4,0.5
766,1518,0.0,7.45,132.0,4.43,50,2.0,20,4,0.0
767,315,2.0,7.35,141.0,2.22,20,1.0,20,2,0.0
768,2045,0.0,7.44,137.0,4.11,40,1.0,20,4,0.0
769,533,0.0,6.67,106.0,4.78,50,1.0,20,5,1.0
770,1829,0.0,5.06,85.0,4.5,50,2.0,20,4,1.0
771,274,0.0,7.0,87.0,2.6,20,3.0,20,2,0.0
772,310,1.0,4.9,81.0,3.57,40,1.0,20,1,0.0
773,345,0.0,4.88,108.0,4.16,40,2.0,20,1,1.0
774,293,0.0,6.85,147.0,4.1,50,2.0,20,2,1.0
775,1748,0.0,1.98,69.0,3.66,20,1.0,10,4,0.0
776,2295,0.0,6.15,139.0,4.43,50,2.0,20,4,0.0
777,715,0.0,6.68,88.0,4.8,50,1.0,20,2,1.0
778,528,0.0,7.02,146.0,4.73,50,1.0,20,2,1.0
779,1477,0.0,3.84,32.0,4.32,40,1.0,10,4,0.0
780,1534,0.0,5.99,100.0,3.54,20,1.0,20,4,0.0
781,242,0.0,6.43,143.0,2.85,10,1.0,20,2,0.0
782,222,0.0,7.5,149.0,4.72,50,1.0,20,1,0.0
783,560,0.0,7.47,164.0,4.07,40,1.0,20,2,0.0
784,406,1.0,6.18,136.0,3.8,50,2.0,20,5,0.0
785,455,0.0,6.27,110.0,4.15,50,2.0,20,2,0.0
786,560,0.0,6.78,138.0,4.11,40,1.0,20,2,0.0
787,677,0.0,7.24,125.0,4.44,50,2.0,20,5,1.0
788,1908,1.0,5.12,113.0,3.52,50,2.0,20,4,0.0
789,104,0.0,3.28,88.0,4.26,50,2.0,10,2,0.0
790,3595,0.0,7.2,153.0,3.15,40,3.0,20,6,0.0
791,16594,0.0,7.34,95.0,3.53,20,1.0,20,4,0.0
792,1369,0.0,7.88,122.0,4.12,50,2.0,20,4,0.0
793,1385,1.0,5.53,102.0,2.91,40,2.0,20,4,0.0
794,740,3.0,7.01,82.0,1.67,20,1.0,20,2,0.0
795,1119,0.0,5.68,105.0,3.53,40,2.0,20,4,1.0
796,1541,0.0,7.84,113.0,2.88,20,2.0,20,4,0.0
797,612,0.0,5.07,82.0,2.94,20,2.0,20,2,0.0
798,2222,0.0,7.15,98.0,4.79,50,2.0,20,4,0.0
799,395,0.0,4.63,110.0,3.53,20,1.0,20,2,0.0
800,508,0.0,6.2,80.0,4.5,50,2.0,20,2,0.0
801,2006,0.0,6.87,145.0,2.85,50,1.0,15,6,0.0
